,Id,DistrictId,Rooms,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Ecology_2,Ecology_3,Social_1,Social_2,Social_3,Helthcare_2,Shops_1,Shops_2,Price,PriceOneRoom,PriceOneRoomByDistrict,Floor_cat
31,4785,61,1.0,41.7651555000357,19.3431856771646,9.0,12.0,16.0,1984,0.300322518,1,1,52,10311,6,1,9,1,189007.2389442105,189007.2389442105,119679.37826318154,2.0
32,13253,27,2.0,63.67911598308709,37.275774657400376,1.0,9.0,15.0,1977,0.017647053,1,1,2,469,0,0,0,1,178721.7063373904,89360.8531686952,94738.78010510074,2.0
33,13905,44,1.0,34.767226881668705,18.209648101536548,6.0,7.0,9.0,1972,0.036122292,1,1,24,4378,0,1,1,1,154928.80993818038,154928.80993818038,125925.65600234266,2.0
34,8384,90,2.0,42.17678220950819,28.085689937853196,5.0,2.0,5.0,1965,0.265088676,1,1,37,5288,0,3,2,1,176344.82040566398,88172.41020283199,125549.08670355318,1.0
35,6486,200,3.0,85.28038875664878,58.44796717906255,9.0,5.0,5.0,1960,0.0,1,1,33,7425,1,2,5,1,402871.9163172412,134290.63877241375,182869.60275393128,1.0
36,11703,23,1.0,41.11876598003856,40.11876598003856,1.0,4.0,17.0,1977,0.075778755,1,1,6,1437,3,0,2,1,103510.22360146276,103510.22360146276,76232.42437168532,1.0
37,14591,43,2.0,43.70166178867073,26.350358249023103,5.0,5.0,9.0,1961,0.0150168919999999,1,1,17,3079,59,0,8,1,287056.01254272985,143528.00627136492,243727.26665789072,1.0
38,8224,177,3.0,77.8739361356098,48.99113289942049,12.0,9.0,25.0,2012,0.0,1,1,36,6714,2,0,2,1,191550.1213566216,63850.0404522072,100034.091733763,2.0
39,9371,23,2.0,60.503248324677,60.503248324677,0.0,16.0,17.0,1977,0.034656082,1,1,0,168,0,0,0,1,229778.0579017187,114889.02895085936,76232.42437168532,2.0
40,10739,99,2.0,45.25713880537702,32.61382570011897,5.0,4.0,5.0,1971,0.033493708,1,1,66,10573,1,3,8,1,171266.94942738526,85633.47471369263,101817.57928821824,1.0
41,1853,101,3.0,58.4198155580721,37.27561392063118,5.0,5.0,5.0,1963,0.225824954,0,1,41,6558,7,3,2,1,197456.9208142761,65818.97360475869,104499.1554229544,1.0
42,9833,1,2.0,56.49431782042168,54.72356903322895,0.0,9.0,17.0,1977,0.0071223169999999,1,1,1,264,0,0,1,1,196078.90728935655,98039.45364467827,106080.89813984977,2.0
43,175,23,2.0,58.692132931238426,57.692132931238426,1.0,16.0,17.0,1977,0.075778755,1,1,6,1437,3,0,2,1,184501.01122512695,92250.50561256347,76232.42437168532,2.0
44,10521,38,3.0,104.21139562017449,106.34040255951888,0.0,17.0,17.0,2017,0.060753049,1,1,15,2787,2,0,7,1,435462.0480700058,145154.01602333525,156308.33799702866,2.0
45,7008,21,2.0,48.85174210675612,33.53343210586304,5.0,5.0,5.0,1970,0.194489265,1,1,47,8004,3,3,5,1,183826.3165224307,91913.15826121534,104448.24792456871,1.0
46,1821,23,2.0,49.92948862213306,48.92948862213306,1.0,9.0,12.0,1977,0.034656082,1,1,0,168,0,0,0,1,88464.4253950588,44232.2126975294,76232.42437168532,2.0
47,14292,103,1.0,41.53813827372754,23.292934580888872,8.0,7.0,16.0,1981,0.0144231139999999,1,1,19,3806,4,0,3,1,234052.2655266131,234052.2655266131,126835.45417418686,2.0
48,7596,23,1.0,47.08010024748141,46.80798919400547,12.0,3.0,9.0,1977,0.014072961,1,1,2,475,0,0,0,1,96029.1678773352,96029.1678773352,76232.42437168532,1.0
49,13393,98,1.0,41.27061351984075,20.45594534035546,7.0,8.0,14.0,2003,0.195781053,1,1,23,5212,6,3,2,1,214733.34225833853,214733.34225833853,112989.52805169759,2.0
50,2221,170,1.0,35.39023537965956,21.675589451961883,5.0,3.0,5.0,1963,0.21843974,1,1,21,4472,6,4,7,0,172795.8670771811,172795.8670771811,162108.43070921546,1.0
51,10103,94,1.0,35.28089402875877,23.354176234674952,6.0,9.0,9.0,1971,0.282797669,1,1,33,8667,2,0,6,1,148862.21017433386,148862.21017433386,140830.44883154068,2.0
52,2301,1,2.0,61.400054374659,65.22460279642264,0.0,17.0,22.0,2016,0.0071223169999999,1,1,1,264,0,0,1,1,199215.45222932717,99607.72611466359,106080.89813984977,2.0
53,6455,44,1.0,31.893483476039908,20.94667055523254,7.0,3.0,14.0,1973,0.175054867,1,1,36,10055,3,1,0,1,182946.36203104112,182946.36203104112,125925.65600234266,1.0
54,16334,1,1.0,42.41417613853096,41.41417613853096,1.0,14.0,17.0,1977,0.0071223169999999,1,1,1,264,0,0,1,1,156476.61434830475,156476.61434830475,106080.89813984977,2.0
55,3963,48,3.0,60.49673620327934,38.70193286627448,6.0,4.0,9.0,1980,0.041124634,1,1,46,9515,5,1,10,1,276349.9122838608,92116.6374279536,166187.533158843,1.0
56,10065,5,2.0,54.47743204165913,31.149444195768496,7.0,14.0,22.0,1991,0.150817539,1,1,16,3433,4,4,5,1,279119.9134223016,139559.9567111508,134159.0248581569,2.0
57,3203,23,2.0,56.21870163187176,55.21870163187176,1.0,3.0,3.0,1977,0.005767451,1,1,1,388,0,0,0,1,90303.66568299792,45151.83284149896,76232.42437168532,1.0
58,1982,28,1.0,38.007936217693626,23.281713820168363,9.0,1.0,12.0,1970,0.118537385,1,1,30,6207,1,1,0,1,147636.76035604486,147636.76035604486,122103.92739434964,1.0
59,12393,11,2.0,57.32249447212715,31.78800632302188,10.0,5.0,16.0,1980,0.0001696759999999,1,1,36,5992,0,1,1,1,242402.234569005,121201.1172845025,100098.98421580424,1.0
60,16601,88,2.0,47.31752643089487,31.100516771763807,6.0,6.0,12.0,1975,0.127375905,1,1,43,8429,3,3,9,1,207641.6759898469,103820.83799492345,129263.05732091126,2.0
61,4191,1,2.0,65.02389875686265,64.02389875686265,1.0,10.0,17.0,1977,0.0071223169999999,1,1,1,264,0,0,1,1,197343.7979853104,98671.8989926552,106080.89813984977,2.0
62,7619,47,2.0,54.78732376431341,33.512142879434535,8.0,1.0,12.0,1978,6.99893e-05,1,1,46,10309,1,1,16,1,100471.95261307228,50235.97630653614,122712.5311303349,1.0
63,7605,6,1.0,42.50553193590355,41.50553193590355,1.0,6.0,12.0,2014,0.2432045189999999,1,1,5,1564,0,0,0,1,113617.2195706784,113617.2195706784,94232.67051796374,2.0
64,9723,52,2.0,64.14115197487071,63.14115197487071,1.0,5.0,17.0,1977,0.371148999,1,1,34,7065,1,2,5,1,158148.93648361234,79074.46824180617,97309.45887854553,1.0
65,11398,62,1.0,41.19418849786451,41.19418849786451,0.0,6.0,17.0,1977,0.072157581,1,1,2,629,1,0,0,0,114063.0920409234,114063.0920409234,102579.53665948348,2.0
66,3759,31,2.0,57.95597269122313,32.27257840039711,9.0,17.0,17.0,2001,0.151346216,1,0,32,5889,10,4,1,1,339414.5500190396,169707.2750095198,159077.2375848309,2.0
67,8443,57,2.0,45.96488978915266,29.14121181617378,5.0,5.0,5.0,1963,0.133215333,1,1,49,11395,3,3,4,0,180538.89892241484,90269.44946120742,121811.56380831767,1.0
68,1063,77,1.0,42.67884386982604,23.918634033545924,8.0,12.0,12.0,1983,6.99893e-05,1,1,46,10309,1,1,16,1,179784.4733339991,179784.4733339991,113197.99452347044,2.0
69,6925,27,2.0,64.92910276079539,63.30460517784749,10.0,15.0,17.0,2016,0.072157581,1,1,2,629,1,0,0,0,228584.00107195403,114292.00053597701,94738.78010510074,2.0
70,10362,27,2.0,79.22704893716298,79.22704893716298,0.0,9.0,17.0,1977,0.072157581,1,1,2,629,1,0,0,0,167023.97314312926,83511.98657156463,94738.78010510074,2.0
71,2136,74,2.0,84.68773160202026,81.90555163617604,0.0,12.0,17.0,2017,0.075778755,1,1,6,1437,3,0,2,1,243479.876105312,121739.938052656,127646.56495323495,2.0
72,14675,74,1.0,52.45758937232919,52.42334455610409,0.0,17.0,17.0,1977,0.075778755,1,1,6,1437,3,0,2,1,160292.1637018166,160292.1637018166,127646.56495323495,2.0
73,9413,79,1.0,39.42966643301249,18.519732724337832,9.0,2.0,16.0,1981,0.16909109,1,1,19,3856,10,2,5,1,174952.64419069275,174952.64419069275,104749.31780415372,1.0
74,4014,6,2.0,63.18442201310369,61.142893772269815,1.0,17.0,17.0,2016,0.2432045189999999,1,1,5,1564,0,0,0,1,190762.98155043615,95381.49077521807,94232.67051796374,2.0
75,12246,9,1.0,50.2991671506794,24.3496040418,9.0,11.0,16.0,2006,0.136244425,1,1,11,2370,0,0,1,1,197101.04908793507,197101.04908793507,96749.26169070917,2.0
76,14020,34,1.0,47.90932737998547,42.78238540963263,1.0,1.0,1.0,2016,0.069753361,1,1,53,13670,4,1,11,1,181167.64240357088,181167.64240357088,129738.6515885499,1.0
77,2435,85,4.0,65.55983414534953,47.69625495229669,6.0,6.0,9.0,1976,0.037177818,1,1,52,11217,1,1,7,1,266989.0161418366,66747.25403545915,113830.92888671593,2.0
78,7758,156,1.0,39.24892718662953,21.592325047856097,7.0,13.0,17.0,2009,0.007658515,1,1,35,7077,56,3,19,1,254236.325085562,254236.325085562,176088.63733500548,2.0
79,12162,69,1.0,39.25255481200749,19.394250723900623,7.0,1.0,16.0,1985,0.000991363,1,1,33,6783,3,1,9,1,184737.9210694037,184737.9210694037,159648.7485496207,1.0
80,15600,108,2.0,49.88874002058505,31.603650465162,6.0,9.0,12.0,1974,0.0,1,1,23,3684,2,0,4,1,261086.02440592507,130543.01220296253,175024.95462210104,2.0
81,6832,96,2.0,62.78380934113364,35.222368111513255,10.0,5.0,10.0,1994,0.041116354,1,1,53,14892,4,1,4,1,259293.02212247785,129646.51106123893,127496.37709499715,1.0
82,2952,169,2.0,58.43360726566507,31.08698930261341,8.0,3.0,14.0,1970,0.210473241,1,1,11,2398,2,3,0,1,116661.59548998011,58330.79774499006,146448.30839118664,1.0
83,2855,18,2.0,61.71855284835026,33.0401150131786,10.0,10.0,11.0,2000,0.0,1,1,30,5562,0,0,5,0,267609.8272514647,133804.91362573236,130701.41303707106,2.0
84,7488,21,1.0,42.5012260708919,22.91573470453811,8.0,2.0,12.0,1979,0.194489265,1,1,47,8004,3,3,5,1,153038.21948532813,153038.21948532813,104448.24792456871,1.0
85,11248,27,2.0,54.58323128280291,33.32030228893807,11.0,2.0,9.0,2000,0.041116354,1,1,53,14892,4,1,4,1,238779.4476509319,119389.72382546595,94738.78010510074,1.0
86,9613,148,3.0,127.48158341963554,126.48158341963554,1.0,1.0,1.0,2012,0.3139245519999999,1,1,22,4625,11,2,10,1,510700.4447348914,170233.48157829713,120416.61687603671,1.0
87,16674,94,2.0,47.14562641451781,30.738284138231357,5.0,9.0,9.0,1976,0.127375905,1,1,43,8429,3,3,9,1,210364.3147189588,105182.1573594794,140830.44883154068,2.0
88,3918,41,2.0,48.07704110377844,28.835116601308275,5.0,5.0,9.0,1968,0.175054867,1,1,36,10055,3,1,0,1,198183.0769195046,99091.5384597523,120688.95084723899,1.0
89,11902,128,2.0,52.08218293973108,34.01705745296253,8.0,7.0,17.0,1994,0.0,1,1,27,4798,0,2,8,1,243824.7929712899,121912.39648564495,126170.18954871631,2.0
90,13395,10,2.0,50.29076173681866,32.46080944051039,6.0,12.0,12.0,1973,0.089039719,1,1,33,7976,5,0,11,1,242107.0978653341,121053.54893266705,113675.12424144003,2.0
91,1836,144,2.0,49.03078774789541,31.91889562577639,8.0,2.0,5.0,1964,0.306977489,1,1,27,5148,14,5,7,1,212786.0017001436,106393.0008500718,120029.57189819483,1.0
92,1671,120,3.0,58.57037093462772,37.434125981371615,5.0,4.0,5.0,1961,0.341071945,1,1,27,5664,48,3,11,1,305732.5862953504,101910.86209845013,116919.78624990847,1.0
93,9558,39,1.0,34.19820977216433,20.981127484293157,6.0,7.0,9.0,1973,0.4288258179999999,1,1,25,5011,8,0,2,1,156375.02000227175,156375.02000227175,143120.9047238132,2.0
94,13887,7,3.0,74.97105425768765,46.23924761599082,10.0,16.0,17.0,1987,0.0,1,1,23,5067,4,2,6,1,415398.57303062605,138466.19101020868,121688.70275104689,2.0
95,4280,34,2.0,61.33496777880346,4.091944920685359,1.0,1.0,1.0,2014,0.069753361,1,1,53,13670,4,1,11,1,286564.4419718113,143282.22098590565,129738.6515885499,1.0
96,14319,27,2.0,58.93727974313555,34.74006979324089,11.0,2.0,7.0,1998,0.041116354,1,1,53,14892,4,1,4,1,217349.25658949924,108674.62829474962,94738.78010510074,1.0
97,13671,84,3.0,63.728236554474776,38.960935131663554,6.0,9.0,9.0,1971,0.149666373,1,1,22,4789,2,4,1,1,291058.0808994419,97019.36029981397,103886.77480464702,2.0
98,9753,23,1.0,41.84569772836166,40.84569772836166,1.0,14.0,17.0,1977,0.075778755,1,1,6,1437,3,0,2,1,110620.6293204901,110620.6293204901,76232.42437168532,2.0
99,13577,61,1.0,33.646711450929125,21.423552980052552,5.0,8.0,9.0,1975,0.300322518,1,1,52,10311,6,1,9,1,165018.9484643495,165018.9484643495,119679.37826318154,2.0
100,14756,1,1.0,50.61776843485736,46.50567613406383,1.0,10.0,24.0,1977,0.0071223169999999,1,1,1,264,0,0,1,1,175188.95821584578,175188.95821584578,106080.89813984977,2.0
101,3973,1,2.0,62.96990315347616,31.74561055395469,10.0,14.0,14.0,2014,0.0071223169999999,1,1,1,264,0,0,1,1,92127.0617882676,46063.5308941338,106080.89813984977,2.0
102,13957,123,2.0,58.91191808519165,33.6122411146587,9.0,12.0,17.0,2005,0.0,1,1,47,11319,0,3,5,1,274570.7175007904,137285.3587503952,143531.7896990819,2.0
103,11765,23,2.0,48.76013224783535,47.76013224783535,1.0,3.0,3.0,1977,0.034656082,1,1,0,168,0,0,0,1,113250.4265003472,56625.2132501736,76232.42437168532,1.0
104,2930,9,2.0,62.34715418212179,61.34715418212179,1.0,1.0,1.0,1977,0.161531741,1,1,25,5648,1,2,4,1,184172.97563930124,92086.48781965062,96749.26169070917,1.0
105,6496,1,2.0,53.18796830353498,34.82049795088077,8.0,7.0,17.0,1990,0.025609157,1,1,33,5261,0,3,1,1,241419.59687217,120709.798436085,106080.89813984977,2.0
106,8361,57,3.0,64.0151002560132,43.84285219250445,6.0,10.0,12.0,1984,0.133215333,1,1,49,11395,3,3,4,0,270071.61951510777,90023.8731717026,121811.56380831767,2.0
107,9970,159,3.0,61.80902159655469,40.44472528024896,6.0,2.0,9.0,1972,0.0150168919999999,1,1,17,3079,59,0,8,1,378581.5411997035,126193.84706656785,119101.79377873137,1.0
108,3276,27,2.0,62.22456919797416,58.5039850086156,1.0,8.0,17.0,2016,0.017647053,1,1,2,469,0,0,0,1,192625.0493997445,96312.52469987224,94738.78010510074,2.0
109,6761,70,2.0,45.59291291275085,27.27845940340863,6.0,3.0,9.0,1981,0.002211665,1,1,39,7614,3,1,5,0,201121.07053639015,100560.53526819508,120798.26173215274,1.0
110,11448,39,1.0,35.683059286946204,18.66223506733892,7.0,12.0,12.0,1977,0.4288258179999999,1,1,25,5011,8,0,2,1,150513.47488734513,150513.47488734513,143120.9047238132,2.0
111,12428,94,2.0,39.900424683233375,26.477223105164704,6.0,12.0,14.0,1982,0.282797669,1,1,33,8667,2,0,6,1,204804.84335521163,102402.42167760582,140830.44883154068,2.0
112,8583,129,3.0,65.68346852974332,43.533322473808525,7.0,11.0,12.0,1977,0.020741326,1,1,24,5613,5,2,5,1,313452.5352345641,104484.17841152137,115342.22293652248,2.0
113,2516,3,1.0,42.145274302242434,21.30455608889669,10.0,3.0,14.0,1984,0.265088676,1,1,37,5288,0,3,2,1,225889.6912453254,225889.6912453254,103437.97369225392,1.0
114,14635,95,2.0,42.389567415418014,33.06483544074146,5.0,1.0,5.0,1963,0.0,1,1,7,1660,39,1,5,1,224746.81185663465,112373.40592831733,156039.00084533182,1.0
115,12377,27,2.0,60.44585456445121,59.44585456445121,1.0,1.0,1.0,1977,0.072157581,1,1,2,629,1,0,0,0,213798.18515132743,106899.09257566372,94738.78010510074,1.0
116,14571,78,1.0,44.570412123654016,19.485741143328703,10.0,18.0,24.0,2011,0.0922906419999999,1,1,21,4346,2,1,2,1,212821.6747251237,212821.6747251237,136590.14766700962,3.0
117,3975,1,2.0,65.00927913436702,64.00927913436702,1.0,9.0,17.0,1977,0.0071223169999999,1,1,1,264,0,0,1,1,186403.4841889536,93201.7420944768,106080.89813984977,2.0
118,14822,18,3.0,76.23513674330522,47.001817296653726,10.0,9.0,17.0,1997,0.0,1,1,30,5562,0,0,5,0,293371.9575586355,97790.65251954517,130701.41303707106,2.0
119,367,45,1.0,42.367288692851375,40.012528663007295,1.0,14.0,14.0,2015,0.195781053,1,1,23,5212,6,3,2,1,250466.9807768161,250466.9807768161,164907.84037313267,2.0
120,9703,15,4.0,98.6867031290387,57.307057812964345,15.0,10.0,17.0,2008,0.158249043,1,1,21,5731,0,1,0,1,373510.0571282724,93377.5142820681,130959.78284441674,2.0
121,10935,121,3.0,60.4381691785688,43.96785075861281,5.0,5.0,5.0,1965,0.212515361,1,1,19,3293,16,3,7,1,269680.638174428,89893.54605814267,148860.156645257,1.0
122,5267,49,1.0,43.44426635232809,20.7024088953552,8.0,17.0,17.0,2010,0.020741326,1,1,24,5613,5,2,5,1,168601.97480454494,168601.97480454494,116732.12101557279,2.0
123,8753,25,3.0,85.95230644639722,89.80375267249289,1.0,3.0,3.0,2017,0.069753361,1,1,53,13670,4,1,11,1,309688.5926806599,103229.5308935533,122563.9710596815,1.0
124,11279,19,2.0,74.44137733392218,35.64026901404005,9.0,23.0,25.0,2004,0.000991363,1,1,33,6783,3,1,9,1,435909.1097547888,217954.5548773944,129586.7063773882,3.0
125,8691,1,2.0,55.2332130691251,54.2332130691251,1.0,13.0,17.0,1977,0.0071223169999999,1,1,1,264,0,0,1,1,184324.9008862336,92162.4504431168,106080.89813984977,2.0
126,16188,59,2.0,61.502134430937154,33.12142623794768,10.0,5.0,17.0,1985,0.019508796,1,1,37,7687,11,5,5,1,354879.40318376414,177439.70159188207,164233.41915758423,1.0
127,10337,28,2.0,43.771829534570266,33.24216720327901,5.0,3.0,9.0,1968,0.118537385,1,1,30,6207,1,1,0,1,203425.39606435495,101712.69803217748,122103.92739434964,1.0
128,12087,2,3.0,60.15940612151951,46.354526718512815,5.0,4.0,9.0,1968,0.309479124,1,1,35,7715,4,0,6,1,317296.30529966415,105765.43509988805,125268.52718670998,1.0
129,6072,6,1.0,65.10201679019049,64.62260302448165,1.0,9.0,9.0,2015,0.2432045189999999,1,1,5,1564,0,0,0,1,175899.97828362975,175899.97828362975,94232.67051796374,2.0
130,6600,96,1.0,35.99013769288014,18.12583002371395,1.0,1.0,9.0,1978,0.041116354,1,1,53,14892,4,1,4,1,155312.29482522552,155312.29482522552,127496.37709499715,1.0
131,10726,27,3.0,89.6929642467968,87.62381427680403,1.0,1.0,1.0,1977,0.072157581,1,1,2,629,1,0,0,0,265978.8377804947,88659.61259349824,94738.78010510074,1.0
132,3428,108,3.0,110.20396948700356,59.27070227635576,12.0,19.0,28.0,2007,0.019508796,1,1,37,7687,11,5,5,1,146061.7305650271,48687.2435216757,175024.95462210104,3.0
133,15386,127,2.0,45.923672661582266,26.177752782849083,5.0,3.0,5.0,1967,0.486245621,1,1,13,2514,19,0,6,1,176480.46517329663,88240.23258664832,114338.27790584587,1.0
134,12613,6,2.0,65.49667436641931,5.589323580442588,1.0,5.0,17.0,1977,0.2432045189999999,1,1,5,1564,0,0,0,1,180727.64354109476,90363.82177054738,94232.67051796374,1.0
135,3749,85,1.0,42.19894558704248,20.794835924374308,10.0,16.0,22.0,1987,0.037177818,1,1,52,11217,1,1,7,1,87182.52338492699,87182.52338492699,113830.92888671593,2.0
136,6172,27,2.0,92.40000684071424,92.06923622776029,10.0,2.0,5.0,1977,0.07542368,1,1,11,3097,0,0,0,1,116942.67104480596,58471.33552240298,94738.78010510074,1.0
137,8173,56,1.0,40.812877553246935,23.09788779329753,10.0,10.0,22.0,1999,0.0,1,1,23,5067,4,2,6,1,292718.31260052294,292718.31260052294,166287.83174026443,2.0
138,14901,31,2.0,62.30129218800013,30.388568968400403,10.0,11.0,12.0,2008,0.151346216,1,0,32,5889,10,4,1,1,427526.0036151234,213763.0018075617,159077.2375848309,2.0
139,9742,1,2.0,63.672610618053405,62.672610618053405,1.0,11.0,17.0,1977,0.0071223169999999,1,1,1,264,0,0,1,1,194510.14788951524,97255.07394475762,106080.89813984977,2.0
140,12256,169,1.0,33.25798132827507,18.181442895582563,5.0,7.0,9.0,1967,0.178916796,1,1,18,3594,4,1,5,1,201616.2738975917,201616.2738975917,146448.30839118664,2.0
141,3839,31,3.0,78.47198680838288,52.70682355093004,8.0,5.0,5.0,1957,0.151346216,1,0,32,5889,10,4,1,1,419692.9780338244,139897.65934460814,159077.2375848309,1.0
142,10835,61,2.0,45.58698248918699,34.68238548099001,5.0,5.0,5.0,1962,0.298204575,1,1,16,4048,3,1,3,1,177434.7589711046,88717.3794855523,119679.37826318154,1.0
143,5460,74,1.0,50.1451762027309,49.1451762027309,1.0,8.0,12.0,1977,0.075778755,1,1,6,1437,3,0,2,1,171901.0874084269,171901.0874084269,127646.56495323495,2.0
144,13759,109,1.0,40.11736379193481,21.391897654599497,10.0,5.0,22.0,1982,0.0,1,1,25,5027,4,1,1,1,239038.59002294776,239038.59002294776,157222.91136315177,1.0
145,14787,34,2.0,60.366625674269216,57.70914937562125,10.0,19.0,19.0,2017,0.069753361,1,1,53,13670,4,1,11,1,241737.8084974161,120868.90424870804,129738.6515885499,3.0
146,9892,62,2.0,71.3047632136293,70.3047632136293,1.0,13.0,20.0,1977,0.072157581,1,1,2,629,1,0,0,0,170564.40872038715,85282.20436019357,102579.53665948348,2.0
